CampaignID,StartDate,EndDate,Month,Quarter,Channel,Impressions,Clicks,Leads,Conversions,Click Through Rate,Conversion Rate ,Cost Per Acquisition,Cost Per Mille, Cost_USD , Revenue_USD , ROI ,Calculated ROI,Lead to Conversion Rate,ROAS
CAMP00145,10/08/2025,19/08/2025,Aug,Q3,Display,238380,23128,6849,3387,9.70%,14.64%,USD 0.24,USD 3.41,811.95,1819.95,1.24,124.15%,49.45%,2.24
CAMP00146,19/08/2025,24/08/2025,Aug,Q3,Display,222670,8408,1245,616,3.78%,7.33%,USD 2.02,USD 5.59,1245.65,1612.31,0.29,29.44%,49.48%,1.29
CAMP00147,25/08/2025,02/09/2025,Aug,Q3,Social,189869,8112,2597,1282,4.27%,15.80%,USD 0.14,USD 0.95,180.43,349.37,0.94,93.63%,49.36%,1.94
CAMP00148,23/05/2025,30/05/2025,May,Q2,Search,18015,941,169,48,5.22%,5.10%,USD 92.91,USD 247.55,4459.67,8299.04,0.86,86.09%,28.40%,1.86
CAMP00149,20/06/2025,25/06/2025,Jun,Q2,Social,64617,2502,923,226,3.87%,9.03%,USD 5.74,USD 20.09,1298.19,3205.49,1.47,146.92%,24.49%,2.47
CAMP00150,29/01/2025,07/02/2025,Jan,Q1,Influencer,185664,15515,5949,1929,8.36%,12.43%,USD 2.41,USD 25.00,4642.50,7192.89,0.55,54.94%,32.43%,1.55
CAMP00151,05/02/2025,15/02/2025,Feb,Q1,Social,115041,10222,4133,1777,8.89%,17.38%,USD 1.63,USD 25.20,2898.73,7947.43,1.74,174.17%,43.00%,2.74
CAMP00152,13/01/2025,19/01/2025,Jan,Q1,Social,80195,881,403,145,1.10%,16.46%,USD 15.07,USD 27.24,2184.50,3144.87,0.44,43.96%,35.98%,1.44
CAMP00153,09/06/2025,16/06/2025,Jun,Q2,Influencer,164989,11370,4115,1233,6.89%,10.84%,USD 0.11,USD 0.84,138.37,272.19,0.97,96.71%,29.96%,1.97
CAMP00154,23/11/2025,08/12/2025,Nov,Q4,Display,255438,18327,5437,1135,7.17%,6.19%,USD 0.49,USD 2.16,552.13,1594.94,1.89,188.87%,20.88%,2.89
CAMP00155,06/07/2025,16/07/2025,Jul,Q3,Influencer,219722,21209,9367,2327,9.65%,10.97%,USD 0.38,USD 3.99,877.55,1481.27,0.69,68.80%,24.84%,1.69
CAMP00156,31/08/2025,08/09/2025,Aug,Q3,Email,142715,6184,2844,688,4.33%,11.13%,USD 0.90,USD 4.33,617.91,1517.53,1.46,145.59%,24.19%,2.46
CAMP00157,27/03/2025,09/04/2025,Mar,Q1,Social,18269,503,207,120,2.75%,23.86%,USD 11.30,USD 74.19,1355.40,2265.20,0.67,67.12%,57.97%,1.67
CAMP00158,11/10/2025,20/10/2025,Oct,Q4,Social,285502,16231,7741,3959,5.69%,24.39%,USD 0.22,USD 3.00,857.47,1739.63,1.03,102.88%,51.14%,2.03
CAMP00159,07/03/2025,15/03/2025,Mar,Q1,Display,103029,5180,2547,634,5.03%,12.24%,USD 5.29,USD 32.54,3352.79,8553.88,1.55,155.13%,24.89%,2.55
CAMP00160,19/06/2025,25/06/2025,Jun,Q2,Search,88857,7220,1447,559,8.13%,7.74%,USD 2.78,USD 17.51,1555.45,4089.52,1.63,162.92%,38.63%,2.63
CAMP00161,14/02/2025,24/02/2025,Feb,Q1,Influencer,197830,18073,3135,1447,9.14%,8.01%,USD 2.50,USD 18.30,3619.63,9718.64,1.68,168.50%,46.16%,2.68
CAMP00162,03/03/2025,17/03/2025,Mar,Q1,Search,61235,1090,304,177,1.78%,16.24%,USD 4.32,USD 12.48,763.91,916.00,0.20,19.91%,58.22%,1.20
CAMP00163,14/05/2025,20/05/2025,May,Q2,Email,289316,24936,12437,3825,8.62%,15.34%,USD 0.29,USD 3.89,1124.63,3047.48,1.71,170.98%,30.76%,2.71
CAMP00164,11/10/2025,22/10/2025,Oct,Q4,Influencer,78834,7237,979,299,9.18%,4.13%,USD 13.24,USD 50.21,3958.50,5117.37,0.29,29.28%,30.54%,1.29
CAMP00165,28/01/2025,04/02/2025,Jan,Q1,Email,49857,4645,1787,763,9.32%,16.43%,USD 4.20,USD 64.32,3206.98,4956.79,0.55,54.56%,42.70%,1.55
CAMP00166,18/04/2025,01/05/2025,Apr,Q2,Email,146483,11541,5081,2758,7.88%,23.90%,USD 0.21,USD 3.91,572.59,1684.66,1.94,194.22%,54.28%,2.94
CAMP00167,13/02/2025,28/02/2025,Feb,Q1,Email,274969,21114,10526,3282,7.68%,15.54%,USD 1.46,USD 17.46,4801.14,6185.97,0.29,28.84%,31.18%,1.29
CAMP00168,06/12/2025,15/12/2025,Dec,Q4,Influencer,101774,1154,401,100,1.13%,8.67%,USD 38.36,USD 37.70,3836.42,5762.94,0.50,50.22%,24.94%,1.50
CAMP00169,13/10/2025,25/10/2025,Oct,Q4,Influencer,174814,16225,4089,1253,9.28%,7.72%,USD 2.24,USD 16.06,2807.96,4693.68,0.67,67.16%,30.64%,1.67
CAMP00170,27/11/2025,12/12/2025,Nov,Q4,Display,294295,12253,2041,774,4.16%,6.32%,USD 2.30,USD 6.05,1780.26,4650.74,1.61,161.24%,37.92%,2.61
CAMP00171,08/05/2025,18/05/2025,May,Q2,Social,48327,662,326,112,1.37%,16.92%,USD 5.00,USD 11.59,560.31,919.89,0.64,64.18%,34.36%,1.64
CAMP00172,14/12/2025,28/12/2025,Dec,Q4,Search,145324,6854,3219,1752,4.72%,25.56%,USD 1.06,USD 12.77,1855.19,4919.88,1.65,165.20%,54.43%,2.65
CAMP00173,19/08/2025,31/08/2025,Aug,Q3,Search,205344,15597,6578,3796,7.60%,24.34%,USD 0.44,USD 8.20,1682.81,2374.76,0.41,41.12%,57.71%,1.41
CAMP00174,09/07/2025,24/07/2025,Jul,Q3,Email,266003,13240,6322,2221,4.98%,16.77%,USD 0.22,USD 1.82,484.02,1065.83,1.20,120.20%,35.13%,2.20
CAMP00175,13/08/2025,20/08/2025,Aug,Q3,Influencer,20322,1589,197,104,7.82%,6.54%,USD 37.89,USD 193.90,3940.42,11503.88,1.92,191.95%,52.79%,2.92
CAMP00176,10/10/2025,17/10/2025,Oct,Q4,Influencer,226785,12665,4465,1015,5.58%,8.01%,USD 2.10,USD 9.41,2135.14,2310.31,0.08,8.20%,22.73%,1.08
CAMP00177,01/05/2025,10/05/2025,May,Q2,Email,60504,2235,469,197,3.69%,8.81%,USD 22.63,USD 73.69,4458.63,12560.49,1.82,181.71%,42.00%,2.82
CAMP00178,26/04/2025,11/05/2025,Apr,Q2,Social,62631,1770,719,382,2.83%,21.58%,USD 2.29,USD 13.96,874.02,1162.17,0.33,32.97%,53.13%,1.33
CAMP00179,21/08/2025,04/09/2025,Aug,Q3,Search,192370,9214,1274,468,4.79%,5.08%,USD 3.54,USD 8.61,1656.10,3580.38,1.16,116.19%,36.73%,2.16
CAMP00180,16/09/2025,23/09/2025,Sep,Q3,Display,233121,3082,627,161,1.32%,5.22%,USD 9.11,USD 6.29,1467.28,1610.50,0.10,9.76%,25.68%,1.10
CAMP00181,25/12/2025,06/01/2026,Dec,Q4,Social,270111,12973,5709,1790,4.80%,13.80%,USD 2.42,USD 16.06,4339.29,9297.34,1.14,114.26%,31.35%,2.14
CAMP00182,17/07/2025,31/07/2025,Jul,Q3,Influencer,42018,679,271,107,1.62%,15.76%,USD 24.19,USD 61.59,2587.89,5771.05,1.23,123.00%,39.48%,2.23
CAMP00183,17/05/2025,29/05/2025,May,Q2,Email,188758,16786,8339,4481,8.89%,26.69%,USD 0.18,USD 4.21,794.93,2079.01,1.62,161.53%,53.74%,2.62
CAMP00184,14/11/2025,20/11/2025,Nov,Q4,Search,73774,4558,1629,813,6.18%,17.84%,USD 2.28,USD 25.10,1851.49,3392.27,0.83,83.22%,49.91%,1.83
CAMP00185,14/06/2025,22/06/2025,Jun,Q2,Email,144585,9852,2179,508,6.81%,5.16%,USD 9.29,USD 32.66,4721.59,13369.18,1.83,183.15%,23.31%,2.83
CAMP00186,13/08/2025,27/08/2025,Aug,Q3,Influencer,253319,9118,2910,1217,3.60%,13.35%,USD 2.30,USD 11.06,2802.29,4878.24,0.74,74.08%,41.82%,1.74
CAMP00187,03/11/2025,08/11/2025,Nov,Q4,Email,232414,7047,3365,1847,3.03%,26.21%,USD 0.15,USD 1.20,279.99,331.28,0.18,18.32%,54.89%,1.18
CAMP00188,22/08/2025,30/08/2025,Aug,Q3,Search,72104,5314,1916,825,7.37%,15.53%,USD 0.46,USD 5.32,383.44,680.04,0.77,77.35%,43.06%,1.77
CAMP00189,21/06/2025,06/07/2025,Jun,Q2,Email,113818,8017,3628,819,7.04%,10.22%,USD 1.53,USD 11.02,1254.84,2023.47,0.61,61.25%,22.57%,1.61
CAMP00190,01/06/2025,09/06/2025,Jun,Q2,Search,101396,2133,232,122,2.10%,5.72%,USD 25.77,USD 31.01,3144.49,5952.10,0.89,89.29%,52.59%,1.89
CAMP00191,11/11/2025,25/11/2025,Nov,Q4,Email,182887,5756,1426,802,3.15%,13.93%,USD 1.62,USD 7.12,1301.78,1821.38,0.40,39.91%,56.24%,1.40
CAMP00192,09/06/2025,22/06/2025,Jun,Q2,Email,9720,925,438,155,9.52%,16.76%,USD 27.52,USD 438.84,4265.56,7424.98,0.74,74.07%,35.39%,1.74
CAMP00193,06/04/2025,13/04/2025,Apr,Q2,Search,45725,1709,197,63,3.74%,3.69%,USD 50.54,USD 69.64,3184.17,8828.06,1.77,177.25%,31.98%,2.77
CAMP00194,21/08/2025,27/08/2025,Aug,Q3,Email,217691,2683,825,344,1.23%,12.82%,USD 4.57,USD 7.23,1573.58,3626.96,1.30,130.49%,41.70%,2.30
CAMP00195,29/06/2025,12/07/2025,Jun,Q2,Social,209543,3298,786,466,1.57%,14.13%,USD 4.36,USD 9.69,2030.28,2834.76,0.40,39.62%,59.29%,1.40
CAMP00196,23/04/2025,06/05/2025,Apr,Q2,Display,297173,23712,8500,4547,7.98%,19.18%,USD 0.43,USD 6.52,1938.76,2143.78,0.11,10.57%,53.49%,1.11
CAMP00197,14/11/2025,19/11/2025,Nov,Q4,Social,293729,22953,3784,1984,7.81%,8.64%,USD 0.83,USD 5.58,1639.50,2349.92,0.43,43.33%,52.43%,1.43
CAMP00198,21/02/2025,03/03/2025,Feb,Q1,Display,63271,2806,1013,280,4.43%,9.98%,USD 11.38,USD 50.36,3186.44,5794.02,0.82,81.83%,27.64%,1.82
CAMP00199,25/09/2025,09/10/2025,Sep,Q3,Social,159970,3805,1890,1054,2.38%,27.70%,USD 1.03,USD 6.80,1088.20,1887.23,0.73,73.43%,55.77%,1.73
CAMP00200,22/10/2025,03/11/2025,Oct,Q4,Display,290593,15933,3321,1402,5.48%,8.80%,USD 1.09,USD 5.27,1531.34,4129.98,1.70,169.70%,42.22%,2.70
CAMP00201,23/04/2025,30/04/2025,Apr,Q2,Email,40308,1607,457,259,3.99%,16.12%,USD 2.00,USD 12.84,517.66,1124.33,1.17,117.19%,56.67%,2.17
CAMP00202,11/04/2025,26/04/2025,Apr,Q2,Search,296203,12931,1446,666,4.37%,5.15%,USD 2.92,USD 6.56,1942.58,5215.78,1.68,168.50%,46.06%,2.68
CAMP00203,23/04/2025,06/05/2025,Apr,Q2,Search,161520,5409,1480,789,3.35%,14.59%,USD 0.53,USD 2.57,415.48,1245.51,2.00,199.78%,53.31%,3.00
CAMP00204,22/03/2025,28/03/2025,Mar,Q1,Influencer,139058,2177,571,152,1.57%,6.98%,USD 1.24,USD 1.35,187.74,296.76,0.58,58.07%,26.62%,1.58
CAMP00205,06/07/2025,16/07/2025,Jul,Q3,Display,258981,21030,6853,3307,8.12%,15.73%,USD 0.99,USD 12.61,3265.30,6383.37,0.95,95.49%,48.26%,1.95
CAMP00206,23/04/2025,28/04/2025,Apr,Q2,Influencer,57934,3802,770,233,6.56%,6.13%,USD 3.85,USD 15.47,896.03,2160.42,1.41,141.11%,30.26%,2.41
CAMP00207,02/01/2025,13/01/2025,Jan,Q1,Influencer,142557,12134,2808,751,8.51%,6.19%,USD 0.36,USD 1.91,272.47,551.35,1.02,102.35%,26.75%,2.02
CAMP00208,10/05/2025,17/05/2025,May,Q2,Display,232112,12833,4414,1896,5.53%,14.77%,USD 0.23,USD 1.87,434.83,719.05,0.65,65.36%,42.95%,1.65
CAMP00209,08/08/2025,19/08/2025,Aug,Q3,Search,260920,25739,11927,5260,9.86%,20.44%,USD 0.20,USD 4.12,1076.13,2832.82,1.63,163.24%,44.10%,2.63
CAMP00210,23/02/2025,03/03/2025,Feb,Q1,Display,123156,11900,2309,914,9.66%,7.68%,USD 3.97,USD 29.49,3632.32,10115.49,1.78,178.49%,39.58%,2.78
CAMP00211,09/12/2025,22/12/2025,Dec,Q4,Email,278916,9611,3565,839,3.45%,8.73%,USD 0.19,USD 0.57,158.13,246.12,0.56,55.64%,23.53%,1.56
CAMP00212,12/08/2025,21/08/2025,Aug,Q3,Influencer,148603,6661,2061,613,4.48%,9.20%,USD 5.97,USD 24.63,3659.95,5720.19,0.56,56.29%,29.74%,1.56
CAMP00213,13/08/2025,20/08/2025,Aug,Q3,Influencer,62564,4863,689,202,7.77%,4.15%,USD 14.98,USD 48.36,3025.58,6459.29,1.13,113.49%,29.32%,2.13
CAMP00214,06/05/2025,18/05/2025,May,Q2,Display,256035,20455,6671,2171,7.99%,10.61%,USD 1.21,USD 10.23,2618.16,6893.03,1.63,163.28%,32.54%,2.63
CAMP00215,10/05/2025,20/05/2025,May,Q2,Influencer,43635,4012,1538,693,9.19%,17.27%,USD 6.57,USD 104.40,4555.49,9292.51,1.04,103.98%,45.06%,2.04
CAMP00216,22/02/2025,28/02/2025,Feb,Q1,Search,158972,10927,3707,1390,6.87%,12.72%,USD 3.00,USD 26.20,4164.98,4665.19,0.12,12.01%,37.50%,1.12
CAMP00217,21/06/2025,28/06/2025,Jun,Q2,Influencer,42394,2236,316,185,5.27%,8.27%,USD 11.63,USD 50.76,2151.98,3421.67,0.59,59.00%,58.54%,1.59
CAMP00218,06/08/2025,18/08/2025,Aug,Q3,Display,40030,1760,777,160,4.40%,9.09%,USD 0.83,USD 3.32,132.83,266.42,1.01,100.57%,20.59%,2.01
CAMP00219,09/06/2025,23/06/2025,Jun,Q2,Search,151631,7236,842,241,4.77%,3.33%,USD 14.86,USD 23.62,3581.82,8859.16,1.47,147.34%,28.62%,2.47
CAMP00220,17/07/2025,28/07/2025,Jul,Q3,Search,213920,18511,3598,1544,8.65%,8.34%,USD 0.22,USD 1.56,333.86,851.31,1.55,154.99%,42.91%,2.55
CAMP00221,04/09/2025,18/09/2025,Sep,Q3,Influencer,265706,26092,9035,4984,9.82%,19.10%,USD 0.29,USD 5.50,1462.46,3662.90,1.50,150.46%,55.16%,2.50
CAMP00222,20/11/2025,30/11/2025,Nov,Q4,Display,128652,1887,353,75,1.47%,3.97%,USD 33.54,USD 19.56,2515.87,2993.00,0.19,18.96%,21.25%,1.19
CAMP00223,22/07/2025,27/07/2025,Jul,Q3,Influencer,184453,11477,1615,893,6.22%,7.78%,USD 0.66,USD 3.18,586.77,1309.67,1.23,123.20%,55.29%,2.23
CAMP00224,03/07/2025,16/07/2025,Jul,Q3,Email,209819,11918,3632,1463,5.68%,12.28%,USD 2.34,USD 16.34,3428.43,6345.57,0.85,85.09%,40.28%,1.85
CAMP00225,03/05/2025,10/05/2025,May,Q2,Email,18515,811,315,161,4.38%,19.85%,USD 10.40,USD 90.45,1674.71,2724.83,0.63,62.70%,51.11%,1.63
CAMP00226,12/09/2025,21/09/2025,Sep,Q3,Search,152407,13204,3489,2021,8.66%,15.31%,USD 0.93,USD 12.28,1872.14,4970.94,1.66,165.52%,57.92%,2.66
CAMP00227,21/10/2025,01/11/2025,Oct,Q4,Influencer,63724,3939,1494,427,6.18%,10.84%,USD 7.67,USD 51.42,3276.79,5625.43,0.72,71.68%,28.58%,1.72
CAMP00228,07/10/2025,18/10/2025,Oct,Q4,Email,269319,10282,4567,1987,3.82%,19.33%,USD 1.03,USD 7.62,2051.39,2800.21,0.37,36.50%,43.51%,1.37
CAMP00229,21/11/2025,28/11/2025,Nov,Q4,Social,7405,370,178,98,5.00%,26.49%,USD 12.25,USD 162.11,1200.39,2870.70,1.39,139.15%,55.06%,2.39
CAMP00230,08/04/2025,16/04/2025,Apr,Q2,Email,57515,2422,468,251,4.21%,10.36%,USD 3.85,USD 16.80,966.11,1227.94,0.27,27.10%,53.63%,1.27
CAMP00231,17/07/2025,31/07/2025,Jul,Q3,Influencer,12341,601,205,83,4.87%,13.81%,USD 43.95,USD 295.58,3647.81,5791.86,0.59,58.78%,40.49%,1.59
CAMP00232,28/08/2025,08/09/2025,Aug,Q3,Influencer,160356,2632,544,315,1.64%,11.97%,USD 11.99,USD 23.56,3777.87,7136.02,0.89,88.89%,57.90%,1.89
CAMP00233,24/05/2025,05/06/2025,May,Q2,Email,164074,3293,1476,713,2.01%,21.65%,USD 1.49,USD 6.45,1058.93,1358.97,0.28,28.33%,48.31%,1.28
CAMP00234,07/04/2025,13/04/2025,Apr,Q2,Influencer,227064,15016,6849,2805,6.61%,18.68%,USD 0.59,USD 7.32,1663.13,2618.85,0.57,57.47%,40.95%,1.57
CAMP00235,20/07/2025,02/08/2025,Jul,Q3,Influencer,96796,6927,1585,353,7.16%,5.10%,USD 13.56,USD 49.46,4787.38,10930.65,1.28,128.32%,22.27%,2.28
CAMP00236,04/05/2025,15/05/2025,May,Q2,Social,86499,5821,2084,823,6.73%,14.14%,USD 5.98,USD 56.91,4922.72,10410.62,1.11,111.48%,39.49%,2.11
CAMP00237,06/07/2025,18/07/2025,Jul,Q3,Search,155013,12195,5549,2046,7.87%,16.78%,USD 1.45,USD 19.15,2968.01,7979.67,1.69,168.86%,36.87%,2.69
CAMP00238,22/11/2025,02/12/2025,Nov,Q4,Influencer,285570,27105,8222,2648,9.49%,9.77%,USD 1.44,USD 13.34,3809.03,4882.34,0.28,28.18%,32.21%,1.28
CAMP00239,15/12/2025,25/12/2025,Dec,Q4,Display,202386,17699,6870,3965,8.75%,22.40%,USD 0.95,USD 18.61,3766.44,10273.81,1.73,172.77%,57.71%,2.73
CAMP00240,16/09/2025,29/09/2025,Sep,Q3,Search,40927,1950,819,467,4.76%,23.95%,USD 4.36,USD 49.80,2038.25,2346.51,0.15,15.12%,57.02%,1.15
CAMP00241,28/05/2025,05/06/2025,May,Q2,Search,11395,337,151,50,2.96%,14.84%,USD 6.75,USD 29.60,337.30,838.81,1.49,148.68%,33.11%,2.49
CAMP00242,09/09/2025,24/09/2025,Sep,Q3,Display,236122,8988,2751,1029,3.81%,11.45%,USD 3.62,USD 15.79,3729.45,5272.67,0.41,41.38%,37.40%,1.41
CAMP00243,12/12/2025,27/12/2025,Dec,Q4,Email,142046,8934,4259,2132,6.29%,23.86%,USD 0.36,USD 5.39,765.29,2147.55,1.81,180.62%,50.06%,2.81
CAMP00244,27/05/2025,05/06/2025,May,Q2,Social,272294,23705,8334,4450,8.71%,18.77%,USD 0.34,USD 5.59,1523.44,1650.07,0.08,8.31%,53.40%,1.08
CAMP00245,28/05/2025,10/06/2025,May,Q2,Influencer,82668,6047,971,236,7.31%,3.90%,USD 6.98,USD 19.91,1646.16,3556.50,1.16,116.05%,24.30%,2.16
CAMP00246,18/12/2025,23/12/2025,Dec,Q4,Email,54572,3212,1108,439,5.89%,13.67%,USD 4.12,USD 33.18,1810.55,1856.99,0.03,2.56%,39.62%,1.03
CAMP00247,18/07/2025,26/07/2025,Jul,Q3,Display,178883,11478,2518,1424,6.42%,12.41%,USD 1.67,USD 13.32,2381.84,5888.10,1.47,147.21%,56.55%,2.47
CAMP00248,04/11/2025,15/11/2025,Nov,Q4,Social,89028,5122,1274,593,5.75%,11.58%,USD 4.31,USD 28.73,2557.89,2730.50,0.07,6.75%,46.55%,1.07
CAMP00249,08/05/2025,23/05/2025,May,Q2,Social,239050,23294,9866,4115,9.74%,17.67%,USD 0.60,USD 10.33,2469.27,6060.35,1.45,145.43%,41.71%,2.45
CAMP00250,08/02/2025,21/02/2025,Feb,Q1,Social,59497,4964,2429,1183,8.34%,23.83%,USD 0.76,USD 15.09,897.97,2350.03,1.62,161.70%,48.70%,2.62
CAMP00251,04/12/2025,19/12/2025,Dec,Q4,Display,107300,8617,3859,1792,8.03%,20.80%,USD 1.83,USD 30.56,3279.13,9152.23,1.79,179.11%,46.44%,2.79
CAMP00252,26/12/2025,09/01/2026,Dec,Q4,Email,27466,1553,357,205,5.65%,13.20%,USD 19.38,USD 144.62,3972.11,6827.40,0.72,71.88%,57.42%,1.72
CAMP00253,09/05/2025,19/05/2025,May,Q2,Influencer,14550,580,163,92,3.99%,15.86%,USD 25.68,USD 162.37,2362.53,4925.99,1.09,108.50%,56.44%,2.09
CAMP00254,24/09/2025,06/10/2025,Sep,Q3,Social,40394,474,233,83,1.17%,17.51%,USD 50.70,USD 104.17,4207.77,10380.81,1.47,146.71%,35.62%,2.47
CAMP00255,31/05/2025,13/06/2025,May,Q2,Social,197622,2748,1289,274,1.39%,9.97%,USD 8.31,USD 11.52,2276.86,6014.25,1.64,164.15%,21.26%,2.64
CAMP00256,25/10/2025,08/11/2025,Oct,Q4,Email,145559,1851,908,302,1.27%,16.32%,USD 9.55,USD 19.82,2884.76,7401.39,1.57,156.57%,33.26%,2.57
CAMP00257,09/04/2025,17/04/2025,Apr,Q2,Social,60084,5902,1612,453,9.82%,7.68%,USD 0.97,USD 7.34,440.79,1188.20,1.70,169.56%,28.10%,2.70
CAMP00258,20/09/2025,25/09/2025,Sep,Q3,Social,167003,3390,1424,359,2.03%,10.59%,USD 2.28,USD 4.91,819.54,2290.85,1.80,179.53%,25.21%,2.80
CAMP00259,09/09/2025,21/09/2025,Sep,Q3,Display,84220,1919,860,477,2.28%,24.86%,USD 8.09,USD 45.83,3859.93,8880.30,1.30,130.06%,55.47%,2.30
CAMP00260,24/05/2025,30/05/2025,May,Q2,Search,228356,12233,1439,696,5.36%,5.69%,USD 1.90,USD 5.78,1320.97,1780.61,0.35,34.80%,48.37%,1.35
CAMP00261,12/12/2025,27/12/2025,Dec,Q4,Email,16366,872,180,38,5.33%,4.36%,USD 14.72,USD 34.19,559.50,1492.17,1.67,166.70%,21.11%,2.67
CAMP00262,22/04/2025,27/04/2025,Apr,Q2,Email,254824,23647,10721,6088,9.28%,25.75%,USD 0.47,USD 11.32,2884.41,5557.03,0.93,92.66%,56.79%,1.93
CAMP00263,01/03/2025,12/03/2025,Mar,Q1,Email,125525,2085,532,298,1.66%,14.29%,USD 1.89,USD 4.48,562.52,619.50,0.10,10.13%,56.02%,1.10
CAMP00264,02/01/2025,16/01/2025,Jan,Q1,Display,167935,16147,3414,1979,9.62%,12.26%,USD 1.74,USD 20.56,3451.96,7774.38,1.25,125.22%,57.97%,2.25
CAMP00265,31/10/2025,13/11/2025,Oct,Q4,Display,164401,4845,1012,538,2.95%,11.10%,USD 6.46,USD 21.15,3476.96,8535.74,1.45,145.49%,53.16%,2.45
CAMP00266,11/09/2025,26/09/2025,Sep,Q3,Influencer,68818,6696,1675,387,9.73%,5.78%,USD 5.99,USD 33.71,2319.98,4444.42,0.92,91.57%,23.10%,1.92
CAMP00267,20/05/2025,02/06/2025,May,Q2,Display,228133,13395,2646,1188,5.87%,8.87%,USD 2.91,USD 15.17,3460.26,6966.67,1.01,101.33%,44.90%,2.01
CAMP00268,06/02/2025,13/02/2025,Feb,Q1,Email,237756,16329,1654,385,6.87%,2.36%,USD 10.43,USD 16.90,4016.93,8435.38,1.10,110.00%,23.28%,2.10
CAMP00269,09/06/2025,19/06/2025,Jun,Q2,Influencer,240065,9222,1558,756,3.84%,8.20%,USD 1.41,USD 4.45,1068.61,1608.26,0.51,50.50%,48.52%,1.51
CAMP00270,09/01/2025,20/01/2025,Jan,Q1,Search,177443,11545,5230,1458,6.51%,12.63%,USD 2.25,USD 18.50,3282.71,5738.07,0.75,74.80%,27.88%,1.75
CAMP00271,21/08/2025,04/09/2025,Aug,Q3,Social,176313,13042,1698,975,7.40%,7.48%,USD 3.58,USD 19.81,3492.50,9128.60,1.61,161.38%,57.42%,2.61
CAMP00272,09/04/2025,22/04/2025,Apr,Q2,Social,6676,72,19,10,1.08%,13.89%,USD 105.28,USD 157.70,1052.81,1115.79,0.06,5.98%,52.63%,1.06
CAMP00273,27/05/2025,02/06/2025,May,Q2,Influencer,111094,1453,410,179,1.31%,12.32%,USD 20.46,USD 32.96,3661.70,7740.09,1.11,111.38%,43.66%,2.11
CAMP00274,31/10/2025,12/11/2025,Oct,Q4,Search,31222,3084,1268,635,9.88%,20.59%,USD 5.71,USD 116.13,3625.78,3856.25,0.06,6.36%,50.08%,1.06
CAMP00275,27/07/2025,07/08/2025,Jul,Q3,Social,197375,10101,2030,1102,5.12%,10.91%,USD 0.79,USD 4.41,870.54,1221.61,0.40,40.33%,54.29%,1.40
CAMP00276,11/05/2025,19/05/2025,May,Q2,Influencer,280520,26431,5916,2104,9.42%,7.96%,USD 0.79,USD 5.90,1655.40,2889.98,0.75,74.58%,35.56%,1.75
CAMP00277,01/06/2025,07/06/2025,Jun,Q2,Display,14431,1092,115,49,7.57%,4.49%,USD 96.16,USD 326.50,4711.65,6468.51,0.37,37.29%,42.61%,1.37
CAMP00278,23/02/2025,07/03/2025,Feb,Q1,Email,138009,6012,2772,749,4.36%,12.46%,USD 0.60,USD 3.25,448.60,1209.89,1.70,169.70%,27.02%,2.70
CAMP00279,30/04/2025,15/05/2025,Apr,Q2,Search,230863,5442,2036,1209,2.36%,22.22%,USD 1.01,USD 5.29,1221.84,3348.34,1.74,174.04%,59.38%,2.74
CAMP00280,10/06/2025,19/06/2025,Jun,Q2,Social,6067,594,121,69,9.79%,11.62%,USD 42.55,USD 483.95,2936.12,3834.64,0.31,30.60%,57.02%,1.31
CAMP00281,26/04/2025,06/05/2025,Apr,Q2,Email,83937,5254,2390,940,6.26%,17.89%,USD 5.16,USD 57.74,4846.63,13496.28,1.78,178.47%,39.33%,2.78
CAMP00282,16/03/2025,31/03/2025,Mar,Q1,Influencer,108556,2964,399,168,2.73%,5.67%,USD 8.10,USD 12.53,1360.01,1985.59,0.46,46.00%,42.11%,1.46
CAMP00283,23/04/2025,04/05/2025,Apr,Q2,Social,191087,13633,3372,1263,7.13%,9.26%,USD 3.25,USD 21.47,4102.23,4201.80,0.02,2.43%,37.46%,1.02
CAMP00284,14/04/2025,28/04/2025,Apr,Q2,Email,96396,1762,573,114,1.83%,6.47%,USD 16.67,USD 19.71,1900.04,4700.09,1.47,147.37%,19.90%,2.47
CAMP00285,06/12/2025,11/12/2025,Dec,Q4,Display,188406,16602,5017,1464,8.81%,8.82%,USD 1.25,USD 9.70,1827.18,3721.00,1.04,103.65%,29.18%,2.04
CAMP00286,11/09/2025,23/09/2025,Sep,Q3,Search,221739,4016,1453,349,1.81%,8.69%,USD 14.27,USD 22.46,4980.68,9945.33,1.00,99.68%,24.02%,2.00
CAMP00287,15/08/2025,23/08/2025,Aug,Q3,Influencer,141268,4415,967,318,3.13%,7.20%,USD 12.91,USD 29.05,4104.36,4126.55,0.01,0.54%,32.89%,1.01
CAMP00288,22/04/2025,05/05/2025,Apr,Q2,Social,195672,3566,1437,423,1.82%,11.86%,USD 3.12,USD 6.73,1317.79,3896.81,1.96,195.71%,29.44%,2.96
CAMP00289,09/04/2025,14/04/2025,Apr,Q2,Display,223124,4315,1131,570,1.93%,13.21%,USD 1.77,USD 4.53,1009.70,2691.00,1.67,166.51%,50.40%,2.67
CAMP00290,02/06/2025,17/06/2025,Jun,Q2,Search,215489,12314,1848,742,5.71%,6.03%,USD 0.69,USD 2.38,512.00,1502.66,1.93,193.49%,40.15%,2.93
